job_id,job_title,domain,company,location,state,employment_type,seniority,salary_min_lpa,salary_max_lpa,experience_min_years,experience_max_years,job_description,skills,skills_count,source_type,source_note
SKL100550,Software Engineer,Software & IT,Prime Automation,Aurangabad,Maharashtra,Full-time,Senior,5.6,11.4,5,7,"Design, develop, test, and maintain software services while collaborating with engineering teams. The role is based in Aurangabad and works with cross-functional teams.","Git, REST API, Java, SQL, Data Structures, Python",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100551,Software Engineer,Software & IT,SmartFab Technologies,Bengaluru,Karnataka,Full-time,Mid Level,14.4,19.9,2,6,"Design, develop, test, and maintain software services while collaborating with engineering teams. The role is based in Bengaluru and works with cross-functional teams.","Python, SQL, Git, REST API, Data Structures, Java",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100552,Cybersecurity Analyst,Cybersecurity,SmartFab Technologies,Pune,Maharashtra,Full-time,Mid Level,4.6,5.7,3,7,"Monitor security events, investigate incidents, assess risks, and support security controls. The role is based in Pune and works with cross-functional teams.","Linux, Communication, SIEM, Statistics, Incident Response, Python, Networking, Cybersecurity",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100553,Embedded Systems Engineer,Electronics & Embedded,VisionEdge,Bengaluru,Karnataka,Contract,Entry Level,11.0,12.8,0,2,Develop firmware and embedded applications for microcontrollers and connected devices. The role is based in Bengaluru and works with cross-functional teams.,"C++, Embedded Systems, C, Git, CSS, React, RTOS, Microcontrollers",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100554,Electronics Engineer,Electronics & Embedded,Nova Mobility,Aurangabad,Maharashtra,Full-time,Entry Level,9.6,13.0,0,1,"Design, test, and troubleshoot electronic systems, PCBs, and embedded hardware. The role is based in Aurangabad and works with cross-functional teams.","C, MATLAB, Circuit Design, SIEM, Embedded Systems, Testing, PCB Design, Data Structures",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100555,Product Manager,Product & Business,InnoSoft,Mumbai,Maharashtra,Full-time,Senior,17.8,22.4,7,8,"Define product priorities, analyze user and market needs, coordinate teams, and measure product outcomes. The role is based in Mumbai and works with cross-functional teams.","Product Management, Communication, Sensors, Agile, Analytics, Market Research, SQL",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100556,Automation Engineer,Engineering & Automation,CloudSphere,Aurangabad,Maharashtra,Full-time,Senior,6.7,10.0,5,8,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Aurangabad and works with cross-functional teams.","SCADA, AWS, Docker, IoT, Python, PLC, Sensors, Industrial Automation",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100557,Mechanical Design Engineer,Engineering & Manufacturing,AutoNext,Chennai,Tamil Nadu,Full-time,Mid Level,8.6,12.9,3,4,"Create and validate mechanical designs, prepare CAD models and drawings, and support manufacturing. The role is based in Chennai and works with cross-functional teams.","SolidWorks, Mechanical Design, GD&T, CAD, AutoCAD, Manufacturing",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100558,Game Developer,Gaming & Interactive,SkillTech,Jaipur,Rajasthan,Full-time,Mid Level,5.6,10.4,2,6,"Develop gameplay systems, implement mechanics, optimize performance, and collaborate with design teams. The role is based in Jaipur and works with cross-functional teams.","3D Mathematics, AWS, Git, C++, Game Development, Unity, C#, CAD",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100559,HR Analyst,HR & Operations,NextGen Analytics,Nagpur,Maharashtra,Full-time,Senior,7.9,10.0,4,7,"Analyze workforce data, prepare HR reports, and support evidence-based people and talent decisions. The role is based in Nagpur and works with cross-functional teams.","Communication, Data Analysis, HR Analytics, Testing, Excel, Power BI",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100560,Cloud Engineer,Cloud & DevOps,InnoSoft,Jaipur,Rajasthan,Full-time,Junior,12.3,15.7,1,4,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Jaipur and works with cross-functional teams.","Pandas, CI/CD, Docker, Computer Vision, Azure, Kubernetes, AWS, Linux",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100561,Predictive Maintenance Engineer,Engineering & Manufacturing,DataBridge,Gurugram,Haryana,Full-time,Junior,13.9,18.4,1,2,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Gurugram and works with cross-functional teams.,"Predictive Maintenance, PLC, IoT, Machine Learning, Market Research, Sensor Analytics, Python, Cybersecurity",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100562,Machine Learning Engineer,AI & Machine Learning,BluePeak Consulting,Noida,Uttar Pradesh,Full-time,Senior,11.3,16.1,4,8,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Noida and works with cross-functional teams.","Docker, Machine Learning, Python, Scikit-learn, Communication, Analytics, TensorFlow, PyTorch",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100563,Business Analyst,Business & Analytics,InsightWorks,Mumbai,Maharashtra,Full-time,Entry Level,11.8,14.9,0,2,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Mumbai and works with cross-functional teams.","SQL, Power BI, Business Analysis, Communication, Statistics, Excel",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100564,Machine Learning Engineer,AI & Machine Learning,AutoNext,Pune,Maharashtra,Full-time,Senior,14.1,18.2,4,5,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Pune and works with cross-functional teams.","SCADA, Docker, PyTorch, TensorFlow, Python, Machine Learning, Scikit-learn",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100565,Business Analyst,Business & Analytics,CloudSphere,Chennai,Tamil Nadu,Contract,Entry Level,10.1,14.2,0,4,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Chennai and works with cross-functional teams.","Excel, Communication, Statistics, C#, Power BI, Business Analysis, Azure, SQL",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100566,Data Scientist,AI & Data,SkillTech,Aurangabad,Maharashtra,Full-time,Senior,7.0,8.3,4,5,"Build statistical and machine-learning models, prepare datasets, evaluate model performance, and communicate findings. The role is based in Aurangabad and works with cross-functional teams.","Scikit-learn, SQL, Python, Pandas, Statistics, Machine Learning",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100567,Electronics Engineer,Electronics & Embedded,SkillTech,Ahmedabad,Gujarat,Full-time,Entry Level,6.0,11.0,0,4,"Design, test, and troubleshoot electronic systems, PCBs, and embedded hardware. The role is based in Ahmedabad and works with cross-functional teams.","C, Embedded Systems, PCB Design, MATLAB, Circuit Design, Microcontrollers, Business Analysis, Testing",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100568,Machine Learning Engineer,AI & Machine Learning,TechNova Solutions,Mumbai,Maharashtra,Full-time,Senior,14.1,19.3,5,6,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Mumbai and works with cross-functional teams.","Machine Learning, C#, Python, Mechanical Design, Docker, TensorFlow, Scikit-learn, PyTorch",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100569,Data Scientist,AI & Data,IndusWorks,Pune,Maharashtra,Full-time,Mid Level,11.1,15.4,3,7,"Build statistical and machine-learning models, prepare datasets, evaluate model performance, and communicate findings. The role is based in Pune and works with cross-functional teams.","Python, Machine Learning, Statistics, Scikit-learn, SQL, Data Visualization, Pandas",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100570,Product Manager,Product & Business,TechNova Solutions,Thane,Maharashtra,Full-time,Senior,7.7,11.3,6,8,"Define product priorities, analyze user and market needs, coordinate teams, and measure product outcomes. The role is based in Thane and works with cross-functional teams.","Azure, SQL, Product Management, Analytics, Communication, Market Research, Agile, Scikit-learn",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100571,Industrial AI Engineer,Engineering & AI,VisionEdge,Gurugram,Haryana,Full-time,Senior,15.4,19.2,5,8,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Gurugram and works with cross-functional teams.","Industrial AI, SQL, Python, Machine Learning, Microcontrollers, Computer Vision, IoT",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100572,Industrial AI Engineer,Engineering & AI,TechNova Solutions,Nagpur,Maharashtra,Full-time,Senior,13.6,17.0,6,8,"Apply AI and computer vision to industrial processes, sensor data, and intelligent automation systems. The role is based in Nagpur and works with cross-functional teams.","Python, SQL, Industrial AI, IoT, Computer Vision, Machine Learning",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100573,Game Developer,Gaming & Interactive,TechNova Solutions,Nashik,Maharashtra,Full-time,Mid Level,4.7,5.8,2,3,"Develop gameplay systems, implement mechanics, optimize performance, and collaborate with design teams. The role is based in Nashik and works with cross-functional teams.","Git, 3D Mathematics, C++, Game Development, C#, Unity",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100574,Data Analyst,Data & Analytics,Vertex Systems,Nagpur,Maharashtra,Full-time,Mid Level,4.6,6.9,2,4,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Nagpur and works with cross-functional teams.","Excel, Data Visualization, Python, SQL, Statistics, Power BI",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100575,Full Stack Developer,Software & IT,DataBridge,Jaipur,Rajasthan,Full-time,Entry Level,12.4,14.1,0,1,Build responsive web applications across frontend and backend services and integrate APIs and databases. The role is based in Jaipur and works with cross-functional teams.,"JavaScript, RTOS, HTML, Git, SQL, Node.js, SolidWorks, CSS, React",9,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100576,Predictive Maintenance Engineer,Engineering & Manufacturing,SkillTech,Ahmedabad,Gujarat,Full-time,Mid Level,5.6,11.0,3,4,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Ahmedabad and works with cross-functional teams.,"Python, Predictive Maintenance, Machine Learning, Sensor Analytics, PLC, IoT",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100577,Electronics Engineer,Electronics & Embedded,CloudSphere,Bengaluru,Karnataka,Full-time,Entry Level,9.1,11.5,0,2,"Design, test, and troubleshoot electronic systems, PCBs, and embedded hardware. The role is based in Bengaluru and works with cross-functional teams.","MATLAB, C, Testing, Circuit Design, Embedded Systems, PCB Design",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100578,Predictive Maintenance Engineer,Engineering & Manufacturing,AutoNext,Delhi,Delhi,Full-time,Junior,12.0,16.9,1,2,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Delhi and works with cross-functional teams.,"Python, Sensor Analytics, IoT, Machine Learning, Predictive Maintenance, PLC, CAD, AutoCAD",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100579,Business Analyst,Business & Analytics,Quantix Labs,Gurugram,Haryana,Full-time,Senior,9.7,13.2,4,8,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Gurugram and works with cross-functional teams.","Excel, Power BI, Manufacturing, SQL, Communication, Statistics, Business Analysis",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100580,Automation Engineer,Engineering & Automation,CloudSphere,Jaipur,Rajasthan,Contract,Mid Level,6.4,11.9,3,5,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Jaipur and works with cross-functional teams.","CAD, IoT, TensorFlow, SCADA, PLC, Python, Industrial Automation, Sensors",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100581,Predictive Maintenance Engineer,Engineering & Manufacturing,CloudSphere,Thane,Maharashtra,Full-time,Senior,8.9,13.0,4,5,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Thane and works with cross-functional teams.,"Python, Predictive Maintenance, IoT, Machine Learning, PLC, HR Analytics, Sensor Analytics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100582,Game Developer,Gaming & Interactive,Nova Mobility,Pune,Maharashtra,Full-time,Mid Level,6.4,7.8,3,5,"Develop gameplay systems, implement mechanics, optimize performance, and collaborate with design teams. The role is based in Pune and works with cross-functional teams.","3D Mathematics, Game Development, Unity, C++, Git, C#",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100583,Machine Learning Engineer,AI & Machine Learning,Quantix Labs,Mumbai,Maharashtra,Full-time,Junior,11.0,15.4,1,3,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Mumbai and works with cross-functional teams.","TensorFlow, Python, PyTorch, Machine Learning, Scikit-learn, Data Visualization, Docker",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100584,Data Analyst,Data & Analytics,FutureGrid,Ahmedabad,Gujarat,Contract,Mid Level,7.4,10.4,2,5,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Ahmedabad and works with cross-functional teams.","SQL, React, Power BI, Excel, Python, Data Visualization, Statistics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100585,DevOps Engineer,Cloud & DevOps,Vertex Systems,Nagpur,Maharashtra,Contract,Senior,12.2,17.1,4,6,"Automate software delivery, maintain CI/CD pipelines, monitor systems, and improve deployment reliability. The role is based in Nagpur and works with cross-functional teams.","CI/CD, Git, Docker, Linux, Kubernetes, AWS, PyTorch",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100586,Mechanical Design Engineer,Engineering & Manufacturing,VisionEdge,Nagpur,Maharashtra,Full-time,Mid Level,5.9,9.8,3,4,"Create and validate mechanical designs, prepare CAD models and drawings, and support manufacturing. The role is based in Nagpur and works with cross-functional teams.","Manufacturing, SolidWorks, Mechanical Design, CAD, AutoCAD, GD&T",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100587,DevOps Engineer,Cloud & DevOps,Prime Automation,Bengaluru,Karnataka,Full-time,Senior,15.2,19.6,6,10,"Automate software delivery, maintain CI/CD pipelines, monitor systems, and improve deployment reliability. The role is based in Bengaluru and works with cross-functional teams.","Docker, Kubernetes, AWS, Git, Embedded Systems, Linux, CI/CD",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100588,Embedded Systems Engineer,Electronics & Embedded,SkillTech,Noida,Uttar Pradesh,Contract,Senior,12.8,14.8,4,8,Develop firmware and embedded applications for microcontrollers and connected devices. The role is based in Noida and works with cross-functional teams.,"Embedded Systems, AutoCAD, C, Git, C++, Microcontrollers, RTOS",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100589,Product Manager,Product & Business,Nova Mobility,Mumbai,Maharashtra,Full-time,Mid Level,7.4,11.9,2,4,"Define product priorities, analyze user and market needs, coordinate teams, and measure product outcomes. The role is based in Mumbai and works with cross-functional teams.","Agile, Analytics, Communication, SQL, Product Management, AWS, Market Research",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100590,Product Manager,Product & Business,BluePeak Consulting,Noida,Uttar Pradesh,Full-time,Mid Level,7.7,11.3,2,6,"Define product priorities, analyze user and market needs, coordinate teams, and measure product outcomes. The role is based in Noida and works with cross-functional teams.","Market Research, Communication, Product Management, Analytics, SQL, Agile",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100591,EV Data Analyst,Automotive & EV,AutoNext,Bengaluru,Karnataka,Full-time,Senior,7.1,12.6,5,6,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Bengaluru and works with cross-functional teams.","Python, Statistics, EV Analytics, Power BI, Excel, SQL",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100592,Electronics Engineer,Electronics & Embedded,FutureGrid,Delhi,Delhi,Full-time,Senior,6.8,11.2,4,6,"Design, test, and troubleshoot electronic systems, PCBs, and embedded hardware. The role is based in Delhi and works with cross-functional teams.","PCB Design, C, Testing, Communication, MATLAB, Embedded Systems, Circuit Design",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100593,Embedded Systems Engineer,Electronics & Embedded,AutoNext,Kolkata,West Bengal,Contract,Mid Level,9.2,13.9,3,7,Develop firmware and embedded applications for microcontrollers and connected devices. The role is based in Kolkata and works with cross-functional teams.,"C++, C, RTOS, PCB Design, Git, Embedded Systems, Microcontrollers",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100594,DevOps Engineer,Cloud & DevOps,SkillTech,Nashik,Maharashtra,Full-time,Senior,11.5,17.0,6,10,"Automate software delivery, maintain CI/CD pipelines, monitor systems, and improve deployment reliability. The role is based in Nashik and works with cross-functional teams.","Kubernetes, AWS, Docker, Linux, CI/CD, Git",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100595,Full Stack Developer,Software & IT,CoreStack,Aurangabad,Maharashtra,Full-time,Mid Level,11.1,15.7,2,3,Build responsive web applications across frontend and backend services and integrate APIs and databases. The role is based in Aurangabad and works with cross-functional teams.,"Node.js, CSS, React, JavaScript, HTML, Git, SQL",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100596,Predictive Maintenance Engineer,Engineering & Manufacturing,SmartFab Technologies,Ahmedabad,Gujarat,Contract,Mid Level,6.1,8.1,3,7,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Ahmedabad and works with cross-functional teams.,"PLC, IoT, Machine Learning, Predictive Maintenance, Python, Sensor Analytics",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100597,Business Analyst,Business & Analytics,InnoSoft,Gurugram,Haryana,Full-time,Junior,4.3,6.6,1,5,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Gurugram and works with cross-functional teams.","Power BI, SQL, Excel, Communication, Business Analysis, SolidWorks, C++, Statistics",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100598,EV Data Analyst,Automotive & EV,CloudSphere,Noida,Uttar Pradesh,Full-time,Senior,5.1,10.2,5,9,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Noida and works with cross-functional teams.","Power BI, Excel, Statistics, EV Analytics, Python, SQL",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100599,EV Data Analyst,Automotive & EV,InnoSoft,Gurugram,Haryana,Full-time,Junior,9.4,10.4,1,2,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Gurugram and works with cross-functional teams.","C++, Python, Excel, EV Analytics, SQL, Power BI, Statistics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100600,Automation Engineer,Engineering & Automation,MahaTech Industries,Gurugram,Haryana,Full-time,Senior,7.1,9.7,5,6,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Gurugram and works with cross-functional teams.","Industrial Automation, IoT, SCADA, Sensors, PLC, Python",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100601,HR Analyst,HR & Operations,CloudSphere,Kolkata,West Bengal,Full-time,Junior,3.1,4.2,1,2,"Analyze workforce data, prepare HR reports, and support evidence-based people and talent decisions. The role is based in Kolkata and works with cross-functional teams.","Communication, Excel, Data Analysis, HR Analytics, Power BI",5,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100602,Machine Learning Engineer,AI & Machine Learning,Nova Mobility,Ahmedabad,Gujarat,Contract,Senior,7.5,11.1,6,8,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Ahmedabad and works with cross-functional teams.","Python, TensorFlow, Scikit-learn, Deep Learning, Machine Learning, Docker, PyTorch",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100603,Machine Learning Engineer,AI & Machine Learning,Vertex Systems,Nagpur,Maharashtra,Full-time,Junior,10.9,12.0,1,4,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Nagpur and works with cross-functional teams.","Docker, PyTorch, Scikit-learn, Python, 3D Mathematics, TensorFlow, Machine Learning, Deep Learning",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100604,Data Scientist,AI & Data,Vertex Systems,Mumbai,Maharashtra,Full-time,Senior,13.7,17.2,4,7,"Build statistical and machine-learning models, prepare datasets, evaluate model performance, and communicate findings. The role is based in Mumbai and works with cross-functional teams.","Machine Learning, Python, Statistics, SQL, Pandas, Scikit-learn",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100605,Game Developer,Gaming & Interactive,IndusWorks,Noida,Uttar Pradesh,Contract,Mid Level,9.7,15.1,2,4,"Develop gameplay systems, implement mechanics, optimize performance, and collaborate with design teams. The role is based in Noida and works with cross-functional teams.","SQL, Unity, Git, C#, C++, Game Development, 3D Mathematics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100606,Predictive Maintenance Engineer,Engineering & Manufacturing,CloudSphere,Noida,Uttar Pradesh,Full-time,Senior,6.7,10.8,4,5,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Noida and works with cross-functional teams.,"Predictive Maintenance, PLC, Python, Sensor Analytics, IoT, Machine Learning",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100607,Software Engineer,Software & IT,AutoNext,Thane,Maharashtra,Full-time,Mid Level,6.5,8.5,2,4,"Design, develop, test, and maintain software services while collaborating with engineering teams. The role is based in Thane and works with cross-functional teams.","Python, Data Structures, SQL, Git, REST API, Java",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100608,Cybersecurity Analyst,Cybersecurity,MahaTech Industries,Thane,Maharashtra,Full-time,Senior,9.8,12.3,4,8,"Monitor security events, investigate incidents, assess risks, and support security controls. The role is based in Thane and works with cross-functional teams.","Incident Response, SIEM, Cybersecurity, Python, Networking, Linux",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100609,DevOps Engineer,Cloud & DevOps,CloudSphere,Ahmedabad,Gujarat,Full-time,Senior,12.3,14.2,5,9,"Automate software delivery, maintain CI/CD pipelines, monitor systems, and improve deployment reliability. The role is based in Ahmedabad and works with cross-functional teams.","AWS, Kubernetes, CI/CD, Git, 3D Mathematics, Docker, Linux, Azure",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100610,Full Stack Developer,Software & IT,CoreStack,Delhi,Delhi,Full-time,Junior,9.3,12.5,1,3,Build responsive web applications across frontend and backend services and integrate APIs and databases. The role is based in Delhi and works with cross-functional teams.,"HTML, Deep Learning, JavaScript, SQL, Git, React, CSS, Node.js",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100611,Product Manager,Product & Business,VisionEdge,Delhi,Delhi,Contract,Senior,10.5,15.4,7,9,"Define product priorities, analyze user and market needs, coordinate teams, and measure product outcomes. The role is based in Delhi and works with cross-functional teams.","Communication, Market Research, Product Management, Analytics, SQL, Agile",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100612,Mechanical Design Engineer,Engineering & Manufacturing,SkillTech,Chennai,Tamil Nadu,Full-time,Senior,8.4,13.5,5,9,"Create and validate mechanical designs, prepare CAD models and drawings, and support manufacturing. The role is based in Chennai and works with cross-functional teams.","GD&T, Manufacturing, SolidWorks, AutoCAD, Mechanical Design, CAD, AWS",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100613,Cybersecurity Analyst,Cybersecurity,VisionEdge,Bengaluru,Karnataka,Full-time,Mid Level,6.5,10.4,2,6,"Monitor security events, investigate incidents, assess risks, and support security controls. The role is based in Bengaluru and works with cross-functional teams.","Python, AutoCAD, Cybersecurity, Incident Response, SIEM, Linux, Networking",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100614,Data Analyst,Data & Analytics,BluePeak Consulting,Jaipur,Rajasthan,Contract,Mid Level,5.5,8.6,2,6,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Jaipur and works with cross-functional teams.","SQL, Python, Statistics, Predictive Maintenance, Data Visualization, Excel, Power BI",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100615,Data Scientist,AI & Data,Apex Digital,Kolkata,West Bengal,Full-time,Senior,7.9,11.1,4,6,"Build statistical and machine-learning models, prepare datasets, evaluate model performance, and communicate findings. The role is based in Kolkata and works with cross-functional teams.","Python, SQL, Pandas, Statistics, Machine Learning, Scikit-learn, Product Management",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100616,Game Developer,Gaming & Interactive,Prime Automation,Kolkata,West Bengal,Full-time,Senior,6.2,7.4,5,7,"Develop gameplay systems, implement mechanics, optimize performance, and collaborate with design teams. The role is based in Kolkata and works with cross-functional teams.","Git, C#, Game Development, Unity, C++, Node.js, 3D Mathematics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100617,Cybersecurity Analyst,Cybersecurity,SkillTech,Nagpur,Maharashtra,Contract,Senior,4.1,9.0,4,6,"Monitor security events, investigate incidents, assess risks, and support security controls. The role is based in Nagpur and works with cross-functional teams.","Linux, Statistics, Networking, Cybersecurity, Python, Incident Response, SIEM, Power BI",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100618,Full Stack Developer,Software & IT,Prime Automation,Jaipur,Rajasthan,Full-time,Mid Level,9.3,12.9,2,5,Build responsive web applications across frontend and backend services and integrate APIs and databases. The role is based in Jaipur and works with cross-functional teams.,"Git, React, Node.js, Market Research, JavaScript, SQL, CSS, HTML",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100619,Cybersecurity Analyst,Cybersecurity,Vertex Systems,Gurugram,Haryana,Contract,Senior,10.3,11.3,5,9,"Monitor security events, investigate incidents, assess risks, and support security controls. The role is based in Gurugram and works with cross-functional teams.","Networking, Linux, Incident Response, Python, Cybersecurity, SIEM",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100620,Product Manager,Product & Business,Prime Automation,Gurugram,Haryana,Full-time,Mid Level,11.9,16.4,3,5,"Define product priorities, analyze user and market needs, coordinate teams, and measure product outcomes. The role is based in Gurugram and works with cross-functional teams.","Agile, Communication, Analytics, Product Management, Market Research, SQL",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100621,Cloud Engineer,Cloud & DevOps,Nova Mobility,Pune,Maharashtra,Contract,Mid Level,16.8,22.2,2,5,"Design and maintain cloud infrastructure, automate deployments, and improve reliability and scalability. The role is based in Pune and works with cross-functional teams.","Linux, Docker, PCB Design, CI/CD, Azure, AWS, Kubernetes",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100622,Machine Learning Engineer,AI & Machine Learning,NextGen Analytics,Aurangabad,Maharashtra,Full-time,Mid Level,14.0,17.4,3,4,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Aurangabad and works with cross-functional teams.","Machine Learning, Docker, TensorFlow, PyTorch, Predictive Maintenance, Scikit-learn, Business Analysis, Python",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
